1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
1250.333,58.90,59.76,-1.8488,1820,,3.837,-0.3495,669.22,32.67,158.11,,,,34.29,699.33,18.79,1820,0,0,0,0
1251.306,58.95,60.69,-1.6849,1823,,3.723,-0.0159,669.59,32.69,168.18,,,,34.31,699.7,18.47,1823,0,0,0,0
1252.278,59.00,61.87,-1.4767,1825,,3.705,0.0354,669.96,32.71,271.24,,,,34.33,700.07,18.77,1825,0,0,0,0
1253.25,59.05,57.89,-2.1823,1828,,3.634,0.2422,670.33,32.73,139.18,,,,34.35,700.44,18.21,1828,0,0,0,0
1254.222,59.10,59.09,-1.9705,1830,,3.451,0.7803,670.7,32.75,142.17,,,,34.37,700.81,18,1830,0,0,0,0
1255.194,59.15,60.35,-1.7481,1833,,3.614,0.2966,671.08,32.77,134.94,,,,34.39,701.19,17.28,1833,0,0,0,0
1256.167,59.20,62.19,-1.4230,1835,,3.64,0.2180,671.45,32.79,115.12,,,,34.41,701.56,18.12,1835,0,0,0,0
1257.139,59.25,61.87,-1.4804,1838,,3.543,0.5015,671.82,32.81,255.23,,,,34.43,701.93,18.68,1838,0,0,0,0
1258.111,59.30,62.01,-1.4564,1840,,3.583,0.3816,672.19,32.83,165.57,,,,34.45,702.3,19.7,1840,0,0,0,0
1259.083,59.35,59.96,-1.8202,1843,,3.539,0.5087,672.56,32.85,121.27,,,,34.47,702.67,17.6,1843,0,0,0,0
1260.056,59.40,60.52,-1.7218,1845,,3.638,0.2148,672.93,32.87,111.62,,,,34.49,703.04,18.74,1845,0,0,0,0
1261.028,59.45,63.17,-1.2532,1848,,3.781,-0.2100,673.31,32.89,116.54,,,,34.51,703.42,17.46,1848,0,0,0,0
1262,59.50,67.67,-0.4570,1850,,3.642,0.1984,673.68,32.91,160.84,,,,34.53,703.79,17.93,1850,0,0,0,0
1262.972,59.55,69.16,-0.1939,1853,,3.626,0.2428,674.05,32.93,139.93,,,,34.55,704.16,16.33,1853,0,0,0,0
1263.944,59.60,71.38,0.1985,1855,,3.553,0.4564,674.42,32.95,170.19,,,,34.57,704.53,17.85,1855,0,0,0,0
1264.917,59.65,72.51,0.3979,1858,,3.655,0.1527,674.79,32.97,204.14,,,,34.59,704.9,18.87,1858,0,0,0,0
1265.889,59.70,69.90,-0.0651,1860,,3.884,-0.5249,675.16,32.99,195.65,,,,34.61,705.28,18.08,1860,0,0,0,0
1266.861,59.75,74.95,0.8285,1863,,4.142,-1.2889,675.91,33.03,194.09,,,,34.63,705.65,17.88,1863,0,0,0,0
1267.833,59.80,78.45,1.4476,1865,,4.17,-1.3734,676.28,33.05,168.09,,,,34.65,706.02,16.98,1865,0,0,0,0
1268.806,59.85,79.26,1.5903,1868,,3.948,-0.7211,676.65,33.07,144.23,,,,34.67,706.39,17.54,1868,0,0,0,0
1269.778,59.90,78.33,1.4248,1870,,4.004,-0.8882,677.02,33.09,146.42,,,,34.69,706.76,17.97,1870,0,0,0,0
1270.75,59.95,78.67,1.4843,1873,,3.855,-0.4513,677.39,33.11,186.35,,,,34.71,707.13,17.87,1873,0,0,0,0
1271.722,60.00,78.99,1.5402,1875,,3.83,-0.3793,677.77,33.13,124.67,,,,34.73,707.51,17.45,1875,0,0,0,0
1272.694,60.05,78.50,1.4527,1878,,3.759,-0.1726,678.14,33.15,140.82,,,,34.75,707.88,16.34,1878,0,0,0,0
1273.667,60.10,73.25,0.5221,1880,,3.767,-0.1980,678.88,33.19,148.18,,,,34.77,708.25,15.74,1880,0,0,0,0
1274.639,60.15,76.77,1.1448,1883,,3.766,-0.1978,679.25,33.21,161.48,,,,34.79,708.62,16.22,1883,0,0,0,0
1275.611,60.20,76.10,1.0254,1885,,3.76,-0.1820,679.63,33.23,142.55,,,,34.81,708.99,16.14,1885,0,0,0,0
1276.583,60.25,76.05,1.0158,1888,,3.596,0.2992,680,33.25,137.35,,,,34.83,709.36,13.87,1888,0,0,0,0
1277.556,60.30,75.97,1.0008,1890,,3.693,0.0112,680.37,33.27,99.09,,,,34.85,709.74,12.23,1890,0,0,0,0
1278.528,60.35,75.33,0.8867,1893,,3.649,0.1382,680.74,33.29,104.25,,,,34.87,710.11,12.51,1893,0,0,0,0
1279.5,60.40,74.30,0.7036,1895,,3.725,-0.0879,681.11,33.31,111.14,,,,34.89,710.48,10.76,1895,0,0,0,0
1280.472,60.45,73.49,0.5594,1898,,3.706,-0.0346,681.48,33.33,111.75,,,,34.91,710.85,11.42,1898,0,0,0,0
1281.444,60.50,72.54,0.3904,1900,,3.952,-0.7623,681.86,33.35,106.6,,,,34.93,711.22,10.38,1900,0,0,0,0
1282.417,60.55,71.26,0.1629,1903,,3.974,-0.8299,682.23,33.37,100.17,,,,34.95,711.6,11.76,1903,0,0,0,0
1283.389,60.60,67.83,-0.4453,1905,,4.019,-0.9646,682.6,33.39,73.93,,,,34.97,711.97,9.38,1905,0,0,0,0
1284.361,60.65,65.58,-0.8445,1908,,3.871,-0.5306,682.97,33.41,129.75,,,,34.99,712.34,10.3,1908,0,0,0,0
1285.333,60.70,64.77,-0.9887,1910,,3.822,-0.3879,683.34,33.43,105.12,,,,35.01,712.71,11.93,1910,0,0,0,0
1286.306,60.75,63.12,-1.2817,1913,,3.759,-0.2047,683.71,33.45,121.01,,,,35.03,713.08,12.15,1913,0,0,0,0
1287.278,60.80,65.53,-0.8556,1915,,3.734,-0.1328,684.09,33.47,124.45,,,,35.05,713.45,12.55,1915,0,0,0,0
1288.25,60.85,64.91,-0.9662,1918,,3.66,0.0828,684.46,33.49,123.56,,,,35.07,713.82,13.1,1918,0,0,0,0
1289.222,60.90,63.43,-1.2290,1920,,3.698,-0.0311,685.2,33.53,178.09,,,,35.09,714.2,12.28,1920,0,0,0,0
1290.235,60.95,62.41,-1.4105,1923,,3.63,0.1668,685.57,33.55,158.62,,,,35.11,714.57,12.39,1923,0,0,0,0
1291.408,61.00,61.69,-1.5389,1925,,3.522,0.4836,685.95,33.57,160.52,,,,35.13,714.94,12.25,1925,0,0,0,0
1292.582,61.05,60.00,-1.8391,1928,,3.469,0.6372,686.32,33.59,165.59,,,,35.15,715.31,13.72,1928,0,0,0,0
1293.755,61.10,61.80,-1.5212,1930,,3.513,0.5056,687.06,33.63,157.2,,,,35.17,715.68,13.88,1930,0,0,0,0
1294.929,61.15,63.03,-1.3043,1933,,3.464,0.6474,687.43,33.65,155.92,,,,35.19,716.06,13.67,1933,0,0,0,0
1296.102,61.20,65.07,-0.9439,1935,,3.505,0.5246,687.8,33.67,161.65,,,,35.21,716.43,15.45,1935,0,0,0,0
1297.276,61.25,69.19,-0.2152,1938,,3.578,0.3064,688.17,33.69,160.4,,,,35.23,716.85,15.43,1938,0,0,0,0
1298.449,61.30,74.26,0.6818,1940,,3.511,0.5023,688.92,33.73,110.24,,,,35.27,717.68,15.52,1940,0,0,0,0
1299.622,61.35,76.03,0.9944,1943,,4.019,-0.9994,689.29,33.75,61.45,,,,35.29,718.1,15.45,1943,0,0,0,0
1300.796,61.40,75.23,0.8518,1945,,4.031,-1.0367,689.66,33.77,44.04,,,,35.31,718.52,15.73,1945,0,0,0,0
1301.969,61.45,72.59,0.3833,1948,,4.171,-1.4525,690.03,33.79,36.57,,,,35.33,718.94,15.54,1948,0,0,0,0
1303.143,61.50,73.38,0.5223,1950,,4.103,-1.2537,690.41,33.81,43.11,,,,35.35,719.36,15.71,1950,0,0,0,0
1304.316,61.55,75.50,0.8969,1953,,4.031,-1.0440,690.78,33.83,33.97,,,,35.37,719.77,15.8,1953,0,0,0,0
1305.49,61.60,76.29,1.0359,1955,,3.892,-0.6357,691.15,33.85,35.68,,,,35.39,720.19,15.2,1955,0,0,0,0
1306.663,61.65,76.44,1.0615,1958,,3.774,-0.2903,691.52,33.87,32.93,,,,35.41,720.61,17.01,1958,0,0,0,0
1307.837,61.70,77.04,1.1669,1960,,3.843,-0.4957,691.89,33.89,35.35,,,,35.43,721.03,15.5,1960,0,0,0,0
1309.01,61.75,77.01,1.1606,1963,,3.904,-0.6785,692.26,33.91,76.5,,,,35.45,721.45,15.52,1963,0,0,0,0
1310.184,61.80,76.77,1.1172,1965,,3.741,-0.1993,692.64,33.93,37.57,,,,35.47,721.87,15.63,1965,0,0,0,0
1311.357,61.85,76.66,1.0968,1968,,3.611,0.1815,693.01,33.95,44.56,,,,35.49,722.28,15.53,1968,0,0,0,0
1312.531,61.90,76.46,1.0605,1970,,3.748,-0.2246,693.38,33.97,34.06,,,,35.51,722.7,16.78,1970,0,0,0,0
1313.704,61.95,75.98,0.9746,1973,,3.521,0.4425,693.75,33.99,27.42,,,,35.53,723.12,15.99,1973,0,0,0,0
1314.878,62.00,73.43,0.5221,1975,,3.579,0.2695,694.12,34.01,92.41,,,,35.55,723.54,16.13,1975,0,0,0,0
1316.051,62.05,75.26,0.8453,1978,,3.426,0.7182,694.5,34.03,33.41,,,,35.57,723.96,16.15,1978,0,0,0,0
1317.224,62.10,73.40,0.5149,1980,,3.335,0.9849,694.87,34.05,26.6,,,,35.59,724.37,15.84,1980,0,0,0,0
1318.398,62.15,68.44,-0.3644,1983,,3.38,0.8494,695.24,34.07,44.89,,,,35.61,724.79,16.69,1983,0,0,0,0
1319.571,62.20,68.08,-0.4291,1985,,3.349,0.9390,695.61,34.09,31.81,,,,35.63,725.21,16.27,1985,0,0,0,0
1320.745,62.25,68.81,-0.3007,1988,,3.522,0.4258,695.98,34.11,25,,,,35.65,725.63,16.13,1988,0,0,0,0
1321.918,62.30,68.62,-0.3352,1990,,3.673,-0.0216,696.35,34.13,15.48,,,,35.67,726.05,16.55,1990,0,0,0,0
1323.092,62.35,68.19,-0.4123,1993,,3.668,-0.0096,696.73,34.15,36.91,,,,35.69,726.47,15.96,1993,0,0,0,0
1324.265,62.40,68.76,-0.3123,1995,,3.592,0.2128,697.1,34.17,27.81,,,,35.71,726.88,16.9,1995,0,0,0,0
1325.439,62.45,68.19,-0.4141,1998,,3.685,-0.0644,697.47,34.19,33.98,,,,35.73,727.3,16.69,1998,0,0,0,0
1326.612,62.50,66.69,-0.6807,2000,,3.839,-0.5206,697.84,34.21,27.1,,,,35.75,727.72,16.38,2000,0,0,0,0
1327.786,62.55,64.37,-1.0925,2003,,3.82,-0.4673,698.21,34.23,29.68,,,,35.77,728.14,16.76,2003,0,0,0,0
1328.959,62.60,62.62,-1.4033,2005,,3.929,-0.7908,698.58,34.25,24.17,,,,35.79,728.56,16.45,2005,0,0,0,0
1330.133,62.65,61.76,-1.5565,2008,,3.871,-0.6224,698.96,34.27,38.45,,,,35.81,728.97,17.42,2008,0,0,0,0
1331.306,62.70,62.50,-1.4264,2010,,3.559,0.2964,699.33,34.29,15.04,,,,35.83,729.39,17.61,2010,0,0,0,0
1332.48,62.75,61.35,-1.6309,2013,,3.655,0.0104,699.7,34.31,26.43,,,,35.87,730.23,16.93,2013,0,0,0,0
1333.653,62.80,61.55,-1.5964,2015,,3.793,-0.3987,700.07,34.33,27.92,,,,35.89,730.65,17.45,2015,0,0,0,0
1334.826,62.85,62.65,-1.4025,2018,,3.569,0.2595,700.44,34.35,17.25,,,,35.91,731.07,17.72,2018,0,0,0,0
1336,62.90,63.73,-1.2122,2020,,3.533,0.3639,700.81,34.37,28.5,,,,35.93,731.48,16.95,2020,0,0,0,0
1336.796,62.95,65.33,-0.9294,2023,,3.461,0.5736,701.19,34.39,27.48,,,,35.95,731.9,16.86,2023,0,0,0,0
1337.593,63.00,65.57,-0.8875,2025,,3.245,1.2091,701.56,34.41,28.6,,,,35.97,732.32,15.99,2025,0,0,0,0
1338.389,63.05,67.03,-0.6296,2028,,3.463,0.5631,701.93,34.43,28.59,,,,35.99,732.74,16.11,2028,0,0,0,0
1339.186,63.10,66.39,-0.7436,2030,,3.361,0.8623,702.3,34.45,30.44,,,,36.01,733.16,15.48,2030,0,0,0,0
1339.982,63.15,66.74,-0.6822,2033,,3.356,0.8743,702.67,34.47,19.82,,,,36.03,733.57,14.78,2033,0,0,0,0
1340.779,63.20,65.24,-0.9485,2035,,3.574,0.2292,703.04,34.49,34.39,,,,36.05,733.99,17.13,2035,0,0,0,0
1341.575,63.25,65.36,-0.9278,2038,,3.653,-0.0067,703.42,34.51,43.45,,,,36.07,734.41,16.6,2038,0,0,0,0
1342.372,63.30,68.62,-0.3511,2040,,3.646,0.0121,703.79,34.53,25.86,,,,36.09,734.83,16.94,2040,0,0,0,0
1343.168,63.35,71.60,0.1760,2043,,3.634,0.0448,704.16,34.55,41.71,,,,36.11,735.25,17.95,2043,0,0,0,0
1343.965,63.40,74.20,0.6359,2045,,3.918,-0.7951,704.53,34.57,42.83,,,,36.13,735.67,16.81,2045,0,0,0,0
1344.761,63.45,76.75,1.0869,2048,,3.8,-0.4496,704.9,34.59,24,,,,36.15,736.08,17.19,2048,0,0,0,0
1345.557,63.50,77.43,1.2067,2050,,3.693,-0.1357,705.28,34.61,44.33,,,,36.16,736.29,16.55,2050,0,0,0,0
1346.354,63.55,75.41,0.8483,2053,,3.666,-0.0588,705.65,34.63,36.55,,,,36.17,736.5,16.67,2053,0,0,0,0
1347.15,63.60,77.64,1.2426,2055,,3.599,0.1370,706.02,34.65,52.33,,,,36.18,736.71,17.85,2055,0,0,0,0
1347.947,63.65,78.12,1.3270,2058,,3.712,-0.1991,706.39,34.67,73.27,,,,36.19,736.92,17.07,2058,0,0,0,0
1348.743,63.70,76.24,0.9935,2060,,3.711,-0.1980,706.76,34.69,42.43,,,,36.2,737.13,16.99,2060,0,0,0,0
1349.54,63.75,76.11,0.9698,2063,,3.938,-0.8706,707.13,34.71,123.65,,,,36.21,737.34,17.62,2063,0,0,0,0
1350.336,63.80,79.18,1.5129,2065,,4.199,-1.6426,707.51,34.73,107.74,,,,36.22,737.55,16.97,2065,0,0,0,0
1351.133,63.85,79.47,1.5637,2068,,4.202,-1.6542,707.88,34.75,113.62,,,,36.23,737.76,16.91,2068,0,0,0,0
1351.929,63.90,78.06,1.3133,2070,,4.23,-1.7386,708.25,34.77,154.8,,,,36.24,737.97,17.21,2070,0,0,0,0
1352.726,63.95,79.74,1.6102,2073,,4.283,-1.8978,708.62,34.79,198.92,,,,36.25,738.18,15.14,2073,0,0,0,0
1353.522,64.00,79.20,1.5140,2075,,4.128,-1.4423,708.99,34.81,237.69,,,,36.26,738.38,17.26,2075,0,0,0,0
1354.319,64.05,79.24,1.5205,2078,,4.152,-1.5158,709.36,34.83,275.87,,,,36.27,738.59,16.91,2078,0,0,0,0
1355.115,64.10,79.22,1.5163,2080,,3.977,-1.0013,709.74,34.85,319.7,,,,36.29,739.01,16.43,2080,0,0,0,0
1355.911,64.15,79.20,1.5121,2083,,3.993,-1.0512,710.11,34.87,347.32,,,,36.29,739.01,16.77,2083,0,0,0,0
1356.708,64.20,78.63,1.4106,2085,,3.868,-0.6842,710.48,34.89,449.76,,,,36.31,739.43,17.77,2085,0,0,0,0
1357.504,64.25,77.56,1.2205,2088,,3.864,-0.6752,710.85,34.91,468.44,,,,36.31,739.43,18.46,2088,0,0,0,0
1358.301,64.30,77.68,1.2411,2090,,3.684,-0.1459,711.22,34.93,485.42,,,,36.33,739.85,16.52,2090,0,0,0,0
1359.097,64.35,78.30,1.3503,2093,,3.588,0.1346,711.6,34.95,316.67,,,,36.34,740.06,17.09,2093,0,0,0,0
1359.894,64.40,73.79,0.5509,2095,,3.497,0.4013,711.97,34.97,468.23,,,,36.35,740.27,17.67,2095,0,0,0,0
1360.69,64.45,72.03,0.2386,2098,,3.431,0.5933,712.34,34.99,518.32,,,,36.37,740.68,17.27,2098,0,0,0,0
1361.487,64.50,74.62,0.6967,2100,,3.47,0.4764,712.71,35.01,408.98,,,,36.37,740.68,16.56,2100,0,0,0,0
1362.283,64.55,74.50,0.6748,2103,,3.567,0.1874,713.08,35.03,235.93,,,,36.4,741.31,15.44,2103,0,0,0,0
1363.08,64.60,74.42,0.6600,2105,,3.647,-0.0505,713.45,35.05,454.55,,,,36.41,741.52,16.57,2105,0,0,0,0
1363.876,64.65,74.24,0.6275,2108,,3.672,-0.1270,713.82,35.07,354.39,,,,36.42,741.73,13.57,2108,0,0,0,0
1364.672,64.70,71.35,0.1151,2110,,3.547,0.2400,714.2,35.09,362.83,,,,36.43,741.94,15.88,2110,0,0,0,0
1365.469,64.75,72.93,0.3943,2113,,3.501,0.3730,714.57,35.11,465.49,,,,36.45,742.36,15.69,2113,0,0,0,0
1366.266,64.80,70.92,0.0377,2115,,3.517,0.3239,714.94,35.13,279.12,,,,36.45,742.36,13,2115,0,0,0,0
1367.062,64.85,69.58,-0.2002,2118,,3.697,-0.2100,715.31,35.15,355.83,,,,36.47,742.78,14.46,2118,0,0,0,0
1367.858,64.90,68.53,-0.3868,2120,,3.695,-0.2059,715.68,35.17,350.44,,,,36.48,742.99,14.81,2120,0,0,0,0
1368.655,64.95,68.06,-0.4706,2123,,3.644,-0.0582,716.06,35.19,416.22,,,,36.49,743.19,14.35,2123,0,0,0,0
1369.451,65.00,66.50,-0.7475,2125,,3.501,0.3620,716.43,35.21,204.09,,,,36.5,743.4,15.04,2125,0,0,0,0
1370.248,65.05,65.31,-0.9589,2128,,3.472,0.4448,716.85,35.23,297.87,,,,36.51,743.61,12.68,2128,0,0,0,0
1371.044,65.10,65.42,-0.9400,2130,,3.317,0.9003,717.68,35.27,318.77,,,,36.53,744.03,13.92,2130,0,0,0,0
1371.841,65.15,65.56,-0.9159,2133,,3.287,0.9861,718.1,35.29,310.6,,,,36.53,744.03,13.84,2133,0,0,0,0
1372.808,65.20,67.13,-0.6386,2135,,3.27,1.0344,718.52,35.31,171.42,,,,36.55,744.45,13.61,2135,0,0,0,0
1373.818,65.25,64.83,-1.0467,2138,,3.35,0.7956,718.94,35.33,265.04,,,,36.56,744.66,13.83,2138,0,0,0,0
1374.828,65.30,68.18,-0.4542,2140,,3.246,1.1006,719.36,35.35,287.41,,,,36.57,744.87,14.42,2140,0,0,0,0
1375.838,65.35,71.19,0.0781,2143,,3.468,0.4428,719.77,35.37,160.85,,,,36.58,745.08,14.67,2143,0,0,0,0
1376.849,65.40,70.67,-0.0148,2145,,3.605,0.0367,720.19,35.39,235.79,,,,36.59,745.28,14.91,2145,0,0,0,0
1377.859,65.45,69.27,-0.2635,2148,,3.991,-1.1050,720.61,35.41,151.38,,,,36.61,745.7,14.15,2148,0,0,0,0
1378.869,65.50,67.56,-0.5671,2150,,4.163,-1.6144,721.03,35.43,269.2,,,,36.61,745.7,14.59,2150,0,0,0,0
1379.879,65.55,71.80,0.1830,2153,,4.2,-1.7263,721.45,35.45,235.59,,,,36.63,746.12,13.87,2153,0,0,0,0
1380.889,65.60,76.50,1.0146,2155,,4.242,-1.8521,721.87,35.47,220.66,,,,36.63,746.12,13.83,2155,0,0,0,0
1381.899,65.65,77.80,1.2440,2158,,4.118,-1.4889,722.28,35.49,184.07,,,,36.65,746.54,12.99,2158,0,0,0,0
1382.909,65.70,73.99,0.5685,2160,,4.11,-1.4672,722.7,35.51,147.87,,,,36.67,746.96,12.44,2160,0,0,0,0
1383.919,65.75,74.83,0.7165,2163,,3.97,-1.0568,723.12,35.53,148.45,,,,36.69,747.37,13.27,2163,0,0,0,0
1384.929,65.80,71.25,0.0817,2165,,3.889,-0.8197,723.54,35.55,152.17,,,,36.72,748,13.66,2165,0,0,0,0
1385.939,65.85,76.72,1.0496,2168,,3.79,-0.5303,723.96,35.57,129.45,,,,36.74,748.42,14.04,2168,0,0,0,0
1386.949,65.90,79.12,1.4739,2170,,3.703,-0.2754,724.37,35.59,133.55,,,,36.76,748.84,14.14,2170,0,0,0,0
1387.959,65.95,78.52,1.3669,2173,,3.671,-0.1837,724.79,35.61,74.83,,,,36.78,749.26,14.7,2173,0,0,0,0
1388.97,66.00,79.24,1.4936,2175,,3.539,0.2039,725.21,35.63,82.63,,,,36.8,749.68,14.83,2175,0,0,0,0
1389.98,66.05,79.36,1.5141,2178,,3.517,0.2661,725.63,35.65,118.66,,,,36.82,750.09,14.93,2178,0,0,0,0
1390.99,66.10,78.63,1.3840,2180,,3.365,0.7128,726.05,35.67,177.55,,,,36.84,750.51,15.55,2180,0,0,0,0
1392,66.15,78.04,1.2787,2183,,3.405,0.5920,726.47,35.69,100.51,,,,36.86,750.93,14.91,2183,0,0,0,0
1393.01,66.20,76.28,0.9662,2185,,3.402,0.5990,726.88,35.71,108.22,,,,36.88,751.35,15.41,2185,0,0,0,0
1394.02,66.25,75.68,0.8592,2188,,3.414,0.5608,727.3,35.73,86.17,,,,36.91,751.98,15.26,2188,0,0,0,0
1395.03,66.30,75.57,0.8389,2190,,3.568,0.1046,727.72,35.75,80.04,,,,36.93,752.39,15.96,2190,0,0,0,0
1396.04,66.35,73.64,0.4963,2193,,3.678,-0.2228,728.14,35.77,72.01,,,,36.95,752.81,15.82,2193,0,0,0,0
1397.051,66.40,74.84,0.7081,2195,,3.781,-0.5285,728.56,35.79,97.69,,,,36.97,753.23,14.37,2195,0,0,0,0
1398.061,66.45,74.63,0.6701,2198,,3.847,-0.7260,728.97,35.81,70.54,,,,36.99,753.65,14.83,2198,0,0,0,0
1399.071,66.50,74.03,0.5631,2200,,3.857,-0.7574,729.39,35.83,68.82,,,,37.01,754.07,14.26,2200,0,0,0,0
1400.081,66.55,73.87,0.5339,2203,,3.807,-0.6126,730.23,35.87,75.73,,,,37.03,754.49,15.17,2203,0,0,0,0
1401.091,66.60,73.31,0.4340,2205,,3.714,-0.3400,730.65,35.89,72.03,,,,37.05,754.9,14.38,2205,0,0,0,0
1402.101,66.65,72.93,0.3659,2208,,3.615,-0.0506,731.07,35.91,79.54,,,,37.07,755.32,14.98,2208,0,0,0,0
1403.111,66.70,70.56,-0.0546,2210,,3.587,0.0302,731.48,35.93,85.23,,,,37.09,755.74,14.62,2210,0,0,0,0
1404.121,66.75,68.29,-0.4574,2213,,3.498,0.2900,731.9,35.95,102.27,,,,37.11,756.16,16.09,2213,0,0,0,0
1405.131,66.80,65.23,-1.0001,2215,,3.565,0.0905,732.32,35.97,82.9,,,,37.12,756.37,17.17,2215,0,0,0,0
1406.141,66.85,67.30,-0.6343,2218,,3.642,-0.1395,732.74,35.99,117.11,,,,37.14,756.79,14.4,2218,0,0,0,0
1407.152,66.90,68.19,-0.4775,2220,,3.556,0.1124,733.16,36.01,144.69,,,,37.15,756.99,14.93,2220,0,0,0,0
1408.162,66.95,69.42,-0.2604,2223,,3.488,0.3103,733.57,36.03,114.29,,,,37.17,757.41,14.8,2223,0,0,0,0
1409.172,67.00,70.37,-0.0930,2225,,3.394,0.5859,733.99,36.05,90.11,,,,37.19,757.83,14.86,2225,0,0,0,0
1410.182,67.05,68.47,-0.4302,2228,,3.421,0.5035,734.41,36.07,78.51,,,,37.2,758.04,14.8,2228,0,0,0,0
1411.192,67.10,63.97,-1.2280,2230,,3.461,0.3836,734.83,36.09,70.56,,,,37.22,758.46,15.03,2230,0,0,0,0
1412.31,67.15,68.78,-0.3770,2233,,3.492,0.2894,735.25,36.11,80.47,,,,37.24,758.88,15.76,2233,0,0,0,0
1413.859,67.20,71.72,0.1425,2235,,3.554,0.1046,735.67,36.13,82.05,,,,37.25,759.09,14.88,2235,0,0,0,0
1415.408,67.25,69.79,-0.2005,2238,,3.776,-0.5532,736.08,36.15,82.8,,,,37.27,759.5,15.57,2238,0,0,0,0
1416.958,67.30,67.78,-0.5577,2240,,3.984,-1.1688,736.29,36.16,78.51,,,,37.28,759.71,14.97,2240,0,0,0,0
1418.507,67.35,67.25,-0.6527,2243,,3.928,-1.0063,736.5,36.17,81.34,,,,37.3,760.13,16.17,2243,0,0,0,0
1420.056,67.40,68.27,-0.4733,2245,,3.783,-0.5803,736.71,36.18,80.03,,,,37.32,760.55,16.47,2245,0,0,0,0
1421.606,67.45,76.30,0.9476,2248,,3.753,-0.4946,736.92,36.19,93.19,,,,37.33,760.76,15.93,2248,0,0,0,0
1423.155,67.50,77.65,1.1855,2250,,3.594,-0.0272,737.13,36.2,153.82,,,,37.35,761.18,16.04,2250,0,0,0,0
1424.704,67.55,78.78,1.3844,2253,,3.448,0.4008,737.34,36.21,74.14,,,,37.38,761.8,16.26,2253,0,0,0,0
1426.254,67.60,79.28,1.4718,2255,,3.357,0.6675,737.55,36.22,88.65,,,,37.41,762.43,16.06,2255,0,0,0,0
1427.803,67.65,79.51,1.5113,2258,,3.336,0.7267,737.76,36.23,96.36,,,,37.44,763.06,15.3,2258,0,0,0,0
1429.352,67.70,79.95,1.5880,2260,,3.257,0.9580,737.97,36.24,100.73,,,,37.47,763.69,16.39,2260,0,0,0,0
1430.901,67.75,80.51,1.6860,2263,,3.267,0.9257,738.38,36.26,112.86,,,,37.5,764.31,18.16,2263,0,0,0,0
1432.451,67.80,80.11,1.6140,2265,,3.464,0.3426,738.59,36.27,117.44,,,,37.52,764.73,16.59,2265,0,0,0,0
1434,67.85,79.65,1.5313,2268,,3.398,0.5346,739.01,36.29,128.36,,,,37.55,765.36,17.76,2268,0,0,0,0
1435.549,67.90,78.46,1.3193,2270,,3.463,0.3410,739.01,36.29,143.18,,,,37.61,766.61,16.45,2270,0,0,0,0
1437.099,67.95,78.21,1.2739,2273,,3.508,0.2054,739.43,36.31,147.01,,,,37.64,767.24,16.11,2273,0,0,0,0
1438.648,68.00,75.63,0.8157,2275,,3.906,-0.9708,739.43,36.31,98.07,,,,37.67,767.87,15.21,2275,0,0,0,0
1440.197,68.05,80.06,1.5991,2278,,3.816,-0.7080,739.85,36.33,154.6,,,,37.7,768.49,15.64,2278,0,0,0,0
1441.746,68.10,79.93,1.5749,2280,,3.83,-0.7511,740.06,36.34,164,,,,37.73,769.12,14.89,2280,0,0,0,0
1443.296,68.15,80.44,1.6640,2283,,3.87,-0.8719,740.27,36.35,122.94,,,,37.75,769.54,14.45,2283,0,0,0,0
1444.845,68.20,77.03,1.0589,2285,,3.805,-0.6820,740.68,36.37,116.98,,,,37.78,770.17,13.59,2285,0,0,0,0
1446.394,68.25,79.31,1.4615,2288,,3.691,-0.3483,740.68,36.37,231.01,,,,37.8,770.59,15.01,2288,0,0,0,0
1447.944,68.30,78.03,1.2336,2290,,3.727,-0.4564,741.31,36.4,209.47,,,,37.82,771,15.98,2290,0,0,0,0
1449.493,68.35,74.15,0.5452,2293,,3.454,0.3464,741.52,36.41,127.54,,,,37.84,771.42,16,2293,0,0,0,0
1451.042,68.40,70.36,-0.1272,2295,,3.435,0.4006,741.73,36.42,208.49,,,,37.86,771.84,16.96,2295,0,0,0,0
1452.592,68.45,66.88,-0.7447,2298,,3.274,0.8729,741.94,36.43,187.28,,,,37.88,772.26,16.15,2298,0,0,0,0
1454.141,68.50,61.58,-1.6845,2300,,3.308,0.7708,742.36,36.45,196.01,,,,37.9,772.68,16.64,2300,0,0,0,0
1455.69,68.55,57.05,-2.4880,2303,,3.348,0.6500,742.36,36.45,197.12,,,,37.92,773.1,15.85,2303,0,0,0,0
1456.851,68.60,59.33,-2.0851,2305,,3.358,0.6187,742.78,36.47,125.9,,,,37.95,773.74,16.3,2305,0,0,0,0
1457.915,68.65,62.34,-1.5529,2308,,3.43,0.4034,742.99,36.48,250.16,,,,37.97,774.18,16.68,2308,0,0,0,0
1458.979,68.70,63.32,-1.3801,2310,,3.607,-0.1207,743.19,36.49,220.03,,,,37.99,774.63,16.39,2310,0,0,0,0
